,date,inf_median,inf_10_%ile,inf_90_%ile
0,2021-08-23,2.0,0.9000000000000004,4.0
1,2021-08-24,14.0,9.0,17.0
2,2021-08-25,32.5,25.8,41.0
3,2021-08-26,57.0,48.0,63.300000000000004
4,2021-08-27,91.0,80.9,107.1
5,2021-08-28,151.5,125.80000000000001,171.2
6,2021-08-29,236.5,195.5,274.20000000000005
7,2021-08-30,355.5,293.7,420.3
8,2021-08-31,521.5,417.8,628.6
9,2021-09-01,756.0,594.9,990.4
10,2021-09-02,1088.0,858.9000000000001,1448.1000000000001
11,2021-09-03,1537.5,1185.5,2046.4
12,2021-09-04,2085.5,1641.4,2808.2000000000003
13,2021-09-05,2770.5,2216.3,3630.0
14,2021-09-06,3593.5,2901.5,4412.0
15,2021-09-07,4460.5,3682.5,4797.400000000001
16,2021-09-08,4877.0,4439.8,5212.3
17,2021-09-09,5323.0,4798.9,5720.400000000001
18,2021-09-10,5779.5,5172.7,6229.7
19,2021-09-11,6343.5,5629.900000000001,6733.900000000001
20,2021-09-12,6828.5,6131.900000000001,7189.3
21,2021-09-13,7254.0,6607.5,7565.200000000001
22,2021-09-14,7648.0,7031.5,7913.2
23,2021-09-15,7848.0,7417.400000000001,8108.900000000001
24,2021-09-16,8081.5,7671.2,8309.5
25,2021-09-17,8238.5,7860.5,8450.2
26,2021-09-18,8322.0,7958.8,8541.1
27,2021-09-19,8397.0,8032.6,8608.4
28,2021-09-20,8450.5,8098.9,8673.9
29,2021-09-21,8495.5,8157.1,8720.9
30,2021-09-22,8536.0,8205.8,8763.2
31,2021-09-23,8579.5,8229.9,8829.699999999999
32,2021-09-24,8607.5,8257.3,8885.3
33,2021-09-25,8652.5,8277.8,8933.4
34,2021-09-26,8689.5,8303.2,8977.8
35,2021-09-27,8700.5,8314.4,8991.0
36,2021-09-28,8712.0,8338.4,9015.4
37,2021-09-29,8730.0,8341.4,9019.7
38,2021-09-30,8747.5,8349.300000000001,9026.5
39,2021-10-01,8755.5,8351.6,9026.8
40,2021-10-02,8757.0,8351.9,9028.9
41,2021-10-03,8758.5,8352.3,9029.0
42,2021-10-04,8759.5,8352.699999999999,9030.1
43,2021-10-05,8763.0,8353.6,9034.6
44,2021-10-06,8763.5,8354.6,9037.4
45,2021-10-07,8764.0,8354.8,9039.4
46,2021-10-08,8765.0,8355.7,9044.8
47,2021-10-09,8769.5,8356.8,9047.6
48,2021-10-10,8774.0,8362.199999999999,9051.2
49,2021-10-11,8778.5,8365.8,9053.9
50,2021-10-12,8778.5,8365.8,9057.5
51,2021-10-13,8779.5,8365.8,9064.7
52,2021-10-14,8779.5,8365.8,9066.5
53,2021-10-15,8779.5,8366.8,9068.3
54,2021-10-16,8780.0,8366.9,9071.0
55,2021-10-17,8780.0,8367.0,9072.8
56,2021-10-18,8780.0,8367.199999999999,9072.8
57,2021-10-19,8780.5,8367.4,9072.9
58,2021-10-20,8780.5,8367.5,9073.8
59,2021-10-21,8780.5,8367.5,9074.7
60,2021-10-22,8780.5,8367.5,9075.6
61,2021-10-23,8780.5,8367.5,9075.7
62,2021-10-24,8780.5,8367.699999999999,9077.5
63,2021-10-25,8780.5,8367.699999999999,9078.4
64,2021-10-26,8781.0,8367.699999999999,9080.2
65,2021-10-27,8782.0,8367.699999999999,9081.1
66,2021-10-28,8782.0,8367.8,9082.0
67,2021-10-29,8782.5,8367.9,9082.0
68,2021-10-30,8782.5,8367.9,9082.9
69,2021-10-31,8782.5,8367.9,9083.9
70,2021-11-01,8783.0,8367.9,9083.9
71,2021-11-02,8783.0,8367.9,9083.9
72,2021-11-03,8784.0,8368.0,9084.8
73,2021-11-04,8784.5,8368.0,9084.8
74,2021-11-05,8784.5,8368.9,9085.699999999999
75,2021-11-06,8785.0,8369.8,9086.6
76,2021-11-07,8785.5,8369.8,9086.7
77,2021-11-08,8786.0,8369.8,9086.7
78,2021-11-09,8786.5,8369.8,9086.7
79,2021-11-10,8787.5,8369.8,9086.7
80,2021-11-11,8788.0,8369.8,9086.7
81,2021-11-12,8788.0,8369.8,9086.7
82,2021-11-13,8788.0,8370.800000000001,9087.6
83,2021-11-14,8788.0,8370.800000000001,9087.6
84,2021-11-15,8788.0,8370.800000000001,9088.5
85,2021-11-16,8788.5,8370.800000000001,9089.4
86,2021-11-17,8788.5,8370.800000000001,9090.3
87,2021-11-18,8789.0,8371.7,9090.3
88,2021-11-19,8789.0,8371.7,9091.2
89,2021-11-20,8789.0,8371.7,9093.9
90,2021-11-21,8789.5,8371.7,9093.9
91,2021-11-22,8789.5,8371.7,9093.9
92,2021-11-23,8790.0,8371.7,9095.8
93,2021-11-24,8790.0,8371.7,9099.4
94,2021-11-25,8790.0,8371.7,9099.4
95,2021-11-26,8790.0,8371.8,9099.4
96,2021-11-27,8790.0,8371.8,9099.4
97,2021-11-28,8790.0,8372.699999999999,9099.4
98,2021-11-29,8790.0,8372.699999999999,9099.5
99,2021-11-30,8790.0,8372.8,9099.5
100,2021-12-01,8790.5,8372.8,9099.5
101,2021-12-02,8791.5,8373.9,9100.4
102,2021-12-03,8792.5,8376.7,9100.4
103,2021-12-04,8793.0,8384.800000000001,9102.2
104,2021-12-05,8794.5,8391.199999999999,9103.099999999999
105,2021-12-06,8794.5,8394.0,9104.0
106,2021-12-07,8794.5,8398.5,9104.0
107,2021-12-08,8794.5,8399.4,9104.0
108,2021-12-09,8795.0,8399.4,9105.0
109,2021-12-10,8795.0,8399.4,9105.0
110,2021-12-11,8795.0,8399.4,9106.1
111,2021-12-12,8795.0,8399.4,9106.1
112,2021-12-13,8795.0,8399.4,9107.0
