,date,inf_median,inf_10_%ile,inf_90_%ile
0,2021-08-23,2.0,1.0,4.0
1,2021-08-24,13.0,10.0,17.1
2,2021-08-25,33.0,23.9,40.1
3,2021-08-26,51.0,41.9,59.2
4,2021-08-27,69.5,60.9,77.10000000000001
5,2021-08-28,87.0,74.0,101.20000000000002
6,2021-08-29,103.0,84.7,124.0
7,2021-08-30,117.0,88.9,145.10000000000002
8,2021-08-31,132.5,92.0,170.10000000000002
9,2021-09-01,147.5,95.9,191.1
10,2021-09-02,152.5,98.7,211.5
11,2021-09-03,163.0,105.1,238.1
12,2021-09-04,164.0,109.6,269.2
13,2021-09-05,168.5,110.5,298.9
14,2021-09-06,171.0,110.5,324.1
15,2021-09-07,181.5,110.5,331.0
16,2021-09-08,186.0,112.7,348.2
17,2021-09-09,188.0,113.89999999999999,384.3
18,2021-09-10,188.0,116.9,402.00000000000006
19,2021-09-11,192.0,119.8,405.00000000000006
20,2021-09-12,199.0,119.9,413.00000000000006
21,2021-09-13,200.5,120.9,414.20000000000005
22,2021-09-14,201.0,120.9,415.4000000000001
23,2021-09-15,202.0,121.0,415.4000000000001
24,2021-09-16,203.0,121.0,448.80000000000007
25,2021-09-17,206.5,122.8,479.20000000000005
26,2021-09-18,209.5,122.8,505.40000000000003
27,2021-09-19,213.5,123.80000000000001,521.4000000000001
28,2021-09-20,215.5,124.7,532.6
29,2021-09-21,216.0,125.7,543.6
30,2021-09-22,217.0,125.80000000000001,547.4000000000001
31,2021-09-23,219.0,126.0,553.8000000000001
32,2021-09-24,221.5,127.0,567.4
33,2021-09-25,222.0,127.0,573.0
34,2021-09-26,222.0,127.9,580.2
35,2021-09-27,222.0,128.9,586.2
36,2021-09-28,223.0,129.9,591.1999999999999
37,2021-09-29,223.5,130.0,592.8
38,2021-09-30,224.5,130.0,594.2
39,2021-10-01,225.0,130.9,596.0000000000001
40,2021-10-02,226.0,132.7,596.3000000000002
41,2021-10-03,227.0,132.9,596.4000000000001
42,2021-10-04,227.0,133.8,596.5000000000001
43,2021-10-05,227.0,134.0,596.9000000000001
44,2021-10-06,227.0,136.70000000000002,596.9000000000001
45,2021-10-07,229.0,136.9,596.9000000000001
46,2021-10-08,229.5,138.9,597.0000000000001
47,2021-10-09,230.0,139.9,597.0000000000001
48,2021-10-10,231.0,139.9,597.0000000000001
49,2021-10-11,231.5,140.8,597.0000000000001
50,2021-10-12,232.0,142.9,597.9000000000001
51,2021-10-13,233.5,142.9,598.8000000000001
52,2021-10-14,237.5,143.0,599.8000000000001
53,2021-10-15,241.0,144.0,607.0000000000001
54,2021-10-16,244.0,144.0,609.7
55,2021-10-17,245.5,145.0,617.9000000000001
56,2021-10-18,245.5,146.0,623.4000000000001
57,2021-10-19,247.5,146.0,632.4000000000001
58,2021-10-20,247.5,146.0,642.4000000000001
59,2021-10-21,248.5,147.79999999999998,648.8
60,2021-10-22,254.5,147.9,666.1
61,2021-10-23,255.5,148.0,667.2
62,2021-10-24,256.0,148.0,668.1
63,2021-10-25,258.0,148.9,670.4
64,2021-10-26,261.0,149.8,671.4000000000001
65,2021-10-27,262.5,149.9,672.0000000000001
66,2021-10-28,263.0,150.9,672.0000000000001
67,2021-10-29,263.5,154.6,672.1000000000001
68,2021-10-30,264.5,155.5,674.5
69,2021-10-31,266.0,155.5,676.5
70,2021-11-01,276.5,157.5,677.2
71,2021-11-02,278.5,158.7,678.9000000000001
72,2021-11-03,279.0,159.9,682.3000000000002
73,2021-11-04,281.0,162.7,686.4000000000001
74,2021-11-05,281.5,165.4,688.4000000000002
75,2021-11-06,285.0,165.5,689.1000000000001
76,2021-11-07,286.5,167.79999999999998,691.4000000000001
77,2021-11-08,294.5,174.1,693.4000000000002
78,2021-11-09,295.5,175.0,693.4000000000002
79,2021-11-10,296.0,175.0,693.5000000000002
80,2021-11-11,297.0,176.8,693.8000000000002
81,2021-11-12,300.0,176.8,693.8000000000002
82,2021-11-13,302.0,177.7,694.0000000000002
83,2021-11-14,308.5,177.7,694.0000000000002
84,2021-11-15,316.0,178.7,695.1000000000001
85,2021-11-16,320.0,178.7,696.4000000000002
86,2021-11-17,320.5,180.5,697.3000000000002
87,2021-11-18,325.0,180.5,697.3000000000002
88,2021-11-19,328.0,181.5,697.3000000000002
89,2021-11-20,328.0,181.60000000000002,697.6000000000001
90,2021-11-21,328.0,181.8,697.7000000000002
91,2021-11-22,329.5,181.8,697.8000000000002
92,2021-11-23,338.5,181.9,697.8000000000002
93,2021-11-24,338.5,182.0,700.5000000000002
94,2021-11-25,340.0,183.4,704.1000000000003
95,2021-11-26,340.0,185.2,712.3000000000002
96,2021-11-27,343.0,185.3,715.9000000000002
97,2021-11-28,349.5,185.6,725.9000000000001
98,2021-11-29,354.0,187.0,733.1000000000001
99,2021-11-30,355.5,187.0,753.9000000000001
100,2021-12-01,356.5,187.0,759.3000000000001
101,2021-12-02,358.0,187.9,774.8000000000001
102,2021-12-03,358.0,189.79999999999998,792.8000000000001
103,2021-12-04,359.0,189.79999999999998,795.5
104,2021-12-05,359.0,189.89999999999998,797.3000000000001
105,2021-12-06,359.0,190.8,798.5
106,2021-12-07,359.0,191.8,802.3000000000001
107,2021-12-08,359.0,191.9,802.6000000000001
108,2021-12-09,360.5,192.0,803.5
109,2021-12-10,361.0,192.9,804.8000000000001
110,2021-12-11,362.5,195.79999999999998,804.9000000000001
111,2021-12-12,362.5,196.9,805.0
112,2021-12-13,363.0,205.9,805.1
