,county name,pop_density,mean_PRE,sd_PRE,mean_POST,sd_POST
0,"Autauga, Alabama, US",91.8,0.0,0.0,0.0,0.0
1,"Baldwin, Alabama, US",114.6,0.0,0.0,0.0,0.0
2,"Barbour, Alabama, US",31.0,0.0,0.0,0.0,0.0
3,"Bibb, Alabama, US",36.8,0.0,0.0,0.0,0.0
4,"Blount, Alabama, US",88.9,0.0,0.0,0.0,0.0
5,"Bullock, Alabama, US",17.5,0.0,0.0,0.0,0.0
6,"Butler, Alabama, US",27.0,0.0,0.0,0.0,0.0
7,"Calhoun, Alabama, US",195.7,0.0,0.0,0.0,0.0
8,"Chambers, Alabama, US",57.4,0.09902102579427788,0.048096882516928396,0.03596025905647259,0.02362200209859644
9,"Cherokee, Alabama, US",46.9,0.0,0.0,0.0,0.0
10,"Chilton, Alabama, US",63.0,0.0,0.0,0.0,0.0
11,"Choctaw, Alabama, US",15.2,0.0,0.0,0.0,0.0
12,"Clarke, Alabama, US",20.9,0.0,0.0,0.0,0.0
13,"Clay, Alabama, US",23.1,0.0,0.0,0.0,0.0
14,"Cleburne, Alabama, US",26.7,0.0,0.0,0.0,0.0
15,"Coffee, Alabama, US",73.6,0.0,0.0,0.0,0.0
16,"Colbert, Alabama, US",91.8,0.0,0.0,0.0,0.0
17,"Conecuh, Alabama, US",15.6,0.0,0.0,0.0,0.0
18,"Coosa, Alabama, US",17.7,0.0,0.0,0.0,0.0
19,"Covington, Alabama, US",36.6,0.0,0.0,0.0,0.0
20,"Crenshaw, Alabama, US",22.8,0.0,0.0,0.0,0.0
21,"Cullman, Alabama, US",109.4,0.0,0.0,0.0,0.0
22,"Dale, Alabama, US",89.6,0.0,0.0,0.0,0.0
23,"Dallas, Alabama, US",44.8,0.0,0.0,0.0,0.0
24,"DeKalb, Alabama, US",91.5,0.0,0.0,0.0,0.0
25,"Elmore, Alabama, US",128.2,0.0,0.0,0.0,0.0
26,"Escambia, Alabama, US",40.5,0.0,0.0,0.0,0.0
27,"Etowah, Alabama, US",195.2,0.27465307216702745,0.1690950737524656,0.1059122325484004,0.04221932390995233
28,"Fayette, Alabama, US",27.5,0.0,0.0,0.0,0.0
29,"Franklin, Alabama, US",50.0,0.0,0.0,0.0,0.0
30,"Geneva, Alabama, US",46.6,0.0,0.0,0.0,0.0
31,"Greene, Alabama, US",14.0,0.0,0.0,0.0,0.0
32,"Hale, Alabama, US",24.5,0.0,0.0,0.0,0.0
33,"Henry, Alabama, US",30.8,0.0,0.0,0.0,0.0
34,"Houston, Alabama, US",175.1,0.0,0.0,0.0,0.0
35,"Jackson, Alabama, US",49.4,0.0,0.0,0.08664339756999315,0.08664339756999313
36,"Jefferson, Alabama, US",592.5,0.20273255405408225,0.11704769465662475,0.0638532029707488,0.022513083100613833
37,"Lamar, Alabama, US",24.1,0.0,0.0,0.0,0.0
38,"Lauderdale, Alabama, US",138.8,0.07701635339554948,0.07701635339554948,0.08664339756999315,0.05780297538738535
39,"Lawrence, Alabama, US",49.7,0.0,0.0,0.0,0.0
40,"Lee, Alabama, US",230.8,0.057923586872594926,0.057923586872594926,0.12260365662646572,0.06770362010689278
41,"Limestone, Alabama, US",147.8,0.0,0.0,0.0,0.0
42,"Lowndes, Alabama, US",15.8,0.0,0.0,0.0,0.0
43,"Macon, Alabama, US",35.2,0.0,0.0,0.0,0.0
44,"Madison, Alabama, US",417.7,0.0,0.0,0.1373265360835137,0.09392116258081579
45,"Marengo, Alabama, US",21.5,0.0,0.0,0.0,0.0
46,"Marion, Alabama, US",41.5,0.0,0.0,0.08664339756999315,0.05780297538738535
47,"Marshall, Alabama, US",164.4,0.0,0.0,0.09902102579427789,0.09902102579427789
48,"Mobile, Alabama, US",335.9,0.19908438546978388,0.12607436054982113,0.13018173435352012,0.044957552707845745
49,"Monroe, Alabama, US",22.5,0.0,0.0,0.0,0.0
50,"Montgomery, Alabama, US",292.5,0.0,0.0,0.2011797390542625,0.11075332735101577
51,"Morgan, Alabama, US",206.3,0.0,0.0,0.0,0.0
52,"Perry, Alabama, US",14.7,0.0,0.0,0.0,0.0
53,"Pickens, Alabama, US",22.4,0.0,0.0,0.0,0.0
54,"Pike, Alabama, US",48.9,0.0,0.0,0.0,0.0
55,"Randolph, Alabama, US",39.5,0.0,0.0,0.1732867951399863,0.09329192237105007
56,"Russell, Alabama, US",82.6,0.0,0.0,0.0,0.0
57,"St. Clair, Alabama, US",132.3,0.0,0.0,0.0,0.0
58,"Shelby, Alabama, US",248.5,0.18325814637483095,0.08032379228246744,0.0,0.0
59,"Sumter, Alabama, US",15.2,0.0,0.0,0.0,0.0
60,"Talladega, Alabama, US",111.7,0.0,0.0,0.0,0.0
61,"Tallapoosa, Alabama, US",58.1,0.0,0.0,0.2011797390542625,0.11075332735101577
62,"Tuscaloosa, Alabama, US",147.3,0.0,0.0,0.0,0.0
63,"Walker, Alabama, US",84.7,0.0,0.0,0.0,0.0
64,"Washington, Alabama, US",16.3,0.0,0.0,0.0,0.0
65,"Wilcox, Alabama, US",13.1,0.0,0.0,0.0,0.0
66,"Winston, Alabama, US",39.9,0.0,0.0,0.0,0.0
67,"Aleutians East, Alaska, US",0.4,0.0,0.0,0.0,0.0
68,"Aleutians West, Alaska, US",1.3,0.0,0.0,0.0,0.0
69,"Anchorage,Alaska,US",171.2,0.0,0.0,0.1732867951399863,0.17328679513998627
70,"Bethel, Alaska, US",0.4,0.0,0.0,0.0,0.0
71,"Bristol Bay, Alaska, US",2.0,0.0,0.0,0.0,0.0
72,"Denali, Alaska, US",0.1,0.0,0.0,0.0,0.0
73,"Dillingham, Alaska, US",0.3,0.0,0.0,0.0,0.0
74,"Fairbanks North Star,Alaska,US",13.3,0.0,0.0,0.0,0.0
75,"Haines, Alaska, US",1.1,0.0,0.0,0.0,0.0
76,"Hoonah-Angoon, Alaska, US",0.3,0.0,0.0,0.0,0.0
77,"Juneau, Alaska, US",11.6,0.0,0.0,0.0,0.0
78,"Kenai Peninsula,Alaska,US",3.4,0.0,0.0,0.0,0.0
79,"Ketchikan Gateway, Alaska, US",2.8,0.0,0.0,0.0,0.0
80,"Kodiak Island, Alaska, US",2.1,0.0,0.0,0.0,0.0
81,"Lake and Peninsula, Alaska, US",0.1,0.0,0.0,0.0,0.0
82,"Matanuska-Susitna,Alaska,US",3.6,0.0,0.0,0.0,0.0
83,"Nome, Alaska, US",0.4,0.0,0.0,0.0,0.0
84,"North Slope, Alaska, US",0.1,0.0,0.0,0.0,0.0
85,"Northwest Arctic, Alaska, US",0.2,0.0,0.0,0.0,0.0
86,"Petersburg, Alaska, US",1.2,0.0,0.0,0.0,0.0
87,"Prince of Wales-Hyder, Alaska, US",1.4,0.0,0.0,0.0,0.0
88,"Sitka, Alaska, US",3.1,0.0,0.0,0.0,0.0
89,"Skagway, Alaska, US",2.1,0.0,0.0,0.0,0.0
90,"Southeast Fairbanks, Alaska, US",0.3,0.0,0.0,0.0,0.0
91,"Valdez-Cordova, Alaska, US",0.3,0.0,0.0,0.0,0.0
92,"Wrangell, Alaska, US",0.9,0.0,0.0,0.0,0.0
93,"Yakutat, Alaska, US",0.1,0.0,0.0,0.0,0.0
94,"Yukon-Koyukuk, Alaska, US",0.0,0.0,0.0,0.0,0.0
95,"Apache, Arizona, US",6.4,0.0,0.0,0.0,0.0
96,"Cochise, Arizona, US",21.3,0.0,0.0,0.0,0.0
97,"Coconino, Arizona, US",7.2,0.20932591754491325,0.10948241850712666,0.09274216809117213,0.053848045197933715
98,"Gila, Arizona, US",11.3,0.0,0.0,0.0,0.0
99,"Graham, Arizona, US",8.1,0.0,0.0,0.0,0.0
100,"Greenlee, Arizona, US",4.6,0.0,0.0,0.0,0.0
101,"La Paz, Arizona, US",4.6,0.0,0.0,0.0,0.0
102,"Maricopa, Arizona, US",414.9,0.22893248029900976,0.09828552677350638,0.06465706426203514,0.023971070600051155
103,"Mohave, Arizona, US",15.0,0.0,0.0,0.0,0.0
104,"Navajo, Arizona, US",10.8,0.0,0.0,0.0,0.0
105,"Pima, Arizona, US",106.7,0.20707555414900009,0.1359076117339483,0.1102986475248092,0.07390524238307308
106,"Pinal, Arizona, US",70.0,0.0,0.0,0.0,0.0
107,"Santa Cruz, Arizona, US",38.3,0.0,0.0,0.0,0.0
108,"Yavapai, Arizona, US",26.0,0.0,0.0,0.0,
109,"Yuma, Arizona, US",35.5,0.0,0.0,0.0,0.0
110,"Arkansas, Arkansas, US",19.2,0.0,0.0,0.0,0.0
111,"Ashley, Arkansas, US",23.6,0.0,0.0,0.0,0.0
112,"Baxter, Arkansas, US",74.9,0.0,0.0,0.0,0.0
113,"Benton, Arkansas, US",261.2,0.0,0.0,0.0,0.0
114,"Boone, Arkansas, US",62.5,0.0,0.0,0.0,0.0
115,"Bradley, Arkansas, US",17.7,0.0,0.0,0.0,0.0
116,"Calhoun, Arkansas, US",8.5,0.0,0.0,0.0,0.0
117,"Carroll, Arkansas, US",43.6,0.0,0.0,0.0,0.0
118,"Chicot, Arkansas, US",18.3,0.0,0.0,0.0,0.0
119,"Clark, Arkansas, US",26.6,0.0,0.0,0.0,0.0
120,"Clay, Arkansas, US",25.2,0.0,0.0,0.0,0.0
121,"Cleburne, Arkansas, US",46.9,0.057762265046662126,0.05776226504666212,0.08664339756999315,0.08664339756999313
122,"Cleveland, Arkansas, US",14.5,0.0,0.0,0.0,0.0
123,"Columbia, Arkansas, US",32.1,0.0,0.0,0.0,0.0
124,"Conway, Arkansas, US",38.5,0.0,0.0,0.0,0.0
125,"Craighead, Arkansas, US",136.4,0.0,0.0,0.0,0.0
126,"Crawford, Arkansas, US",104.4,0.0,0.0,0.0,0.0
127,"Crittenden, Arkansas, US",83.5,0.0,0.0,0.0,0.0
128,"Cross, Arkansas, US",29.0,0.0,0.0,0.0,0.0
129,"Dallas, Arkansas, US",12.2,0.0,0.0,0.0,0.0
130,"Desha, Arkansas, US",16.9,0.0,0.0,0.0,0.0
131,"Drew, Arkansas, US",22.3,0.0,0.0,0.0,0.0
132,"Faulkner, Arkansas, US",174.8,0.0,0.0,0.0,0.0
133,"Franklin, Arkansas, US",29.8,0.0,0.0,0.0,0.0
134,"Fulton, Arkansas, US",19.8,0.0,0.0,0.0,0.0
135,"Garland, Arkansas, US",141.7,0.0,0.0,0.0,0.0
136,"Grant, Arkansas, US",28.3,0.0,0.0,0.0,0.0
137,"Greene, Arkansas, US",72.9,0.0,0.0,0.0,0.0
138,"Hempstead, Arkansas, US",31.1,0.0,0.0,0.0,0.0
139,"Hot Spring, Arkansas, US",53.5,0.0,0.0,0.0,0.0
140,"Howard, Arkansas, US",23.4,0.0,0.0,0.0,0.0
141,"Independence, Arkansas, US",48.0,0.0,0.0,0.0,0.0
142,"Izard, Arkansas, US",23.6,0.0,0.0,0.0,0.0
143,"Jackson, Arkansas, US",28.4,0.0,0.0,0.0,0.0
144,"Jefferson, Arkansas, US",88.9,0.0,0.0,0.34657359027997264,0.14351623854211212
145,"Johnson, Arkansas, US",38.7,0.0,0.0,0.0,0.0
146,"Lafayette, Arkansas, US",14.5,0.0,0.0,0.0,0.0
147,"Lawrence, Arkansas, US",29.6,0.0,0.0,0.0,0.0
148,"Lee, Arkansas, US",17.3,0.0,0.0,0.0,0.0
149,"Lincoln, Arkansas, US",25.2,0.0,0.0,0.0,0.0
150,"Little River, Arkansas, US",24.7,0.0,0.0,0.0,0.0
151,"Logan, Arkansas, US",31.6,0.0,0.0,0.0,0.0
152,"Lonoke, Arkansas, US",88.7,0.0,0.0,0.0,0.0
153,"Madison, Arkansas, US",18.8,0.0,0.0,0.0,0.0
154,"Marion, Arkansas, US",27.9,0.0,0.0,0.0,0.0
155,"Miller, Arkansas, US",69.5,0.0,0.0,0.0,0.0
156,"Mississippi, Arkansas, US",51.6,0.0,0.0,0.0,0.0
157,"Monroe, Arkansas, US",13.4,0.0,0.0,0.0,0.0
158,"Montgomery, Arkansas, US",12.2,0.0,0.0,0.0,0.0
159,"Nevada, Arkansas, US",14.6,0.0,0.0,0.0,0.0
160,"Newton, Arkansas, US",10.1,0.0,0.0,0.0,0.0
161,"Ouachita, Arkansas, US",35.6,0.0,0.0,0.0,0.0
162,"Perry, Arkansas, US",18.9,0.0,0.0,0.0,0.0
163,"Phillips, Arkansas, US",31.3,0.0,0.0,0.0,
164,"Pike, Arkansas, US",18.8,0.0,0.0,0.0,0.0
165,"Poinsett, Arkansas, US",32.4,0.0,0.0,0.0,0.0
166,"Polk, Arkansas, US",24.1,0.0,0.0,0.0,0.0
167,"Pope, Arkansas, US",76.0,0.0,0.0,0.0,0.0
168,"Prairie, Arkansas, US",13.4,0.0,0.0,0.0,0.0
169,"Pulaski, Arkansas, US",503.8,0.0,0.0,0.20117973905426254,0.1702413957430003
170,"Randolph, Arkansas, US",27.6,0.0,0.0,0.0,0.0
171,"St. Francis, Arkansas, US",44.5,0.0,0.0,0.0,0.0
172,"Saline, Arkansas, US",148.0,0.0,0.0,0.0,0.0
173,"Scott, Arkansas, US",12.6,0.0,0.0,0.0,0.0
174,"Searcy, Arkansas, US",12.3,0.0,0.0,0.0,0.0
175,"Sebastian, Arkansas, US",236.4,0.0,0.0,0.0,0.0
176,"Sevier, Arkansas, US",30.2,0.0,0.0,0.0,0.0
177,"Sharp, Arkansas, US",28.6,0.0,0.0,0.0,0.0
178,"Stone, Arkansas, US",20.4,0.0,0.0,0.0,0.0
179,"Union, Arkansas, US",40.1,0.0,0.0,0.0,0.0
180,"Van Buren, Arkansas, US",24.4,0.0,0.0,0.17328679513998632,0.17328679513998632
181,"Washington, Arkansas, US",215.6,0.0,0.0,0.0,0.0
182,"White, Arkansas, US",74.5,0.0,0.0,0.0,0.0
183,"Woodruff, Arkansas, US",12.4,0.0,0.0,0.0,0.0
184,"Yell, Arkansas, US",23.9,0.0,0.0,0.0,0.0
185,"Alameda, California, US",2043.6,0.1911466653683078,0.0740894028838823,0.08132344576764365,0.02625128350723837
186,"Alpine, California, US",1.6,0.0,0.0,0.0,0.0
187,"Amador, California, US",64.1,0.0,0.0,0.0,0.0
188,"Butte, California, US",134.4,0.0,0.0,0.0,0.0
189,"Calaveras, California, US",44.7,0.0,0.0,0.0,0.0
190,"Colusa, California, US",18.6,0.0,0.0,0.0,0.0
191,"Contra Costa, California, US",1465.2,0.11198496682675349,0.055467288072040974,0.07576697544628945,0.029823756071208685
192,"Del Norte, California, US",28.4,0.0,0.0,0.0,0.0
193,"El Dorado, California, US",106.0,0.0,0.0,0.0,0.0
194,"Fresno, California, US",156.2,0.0,,0.20117973905426248,0.10194636951951665
195,"Glenn, California, US",21.4,0.0,0.0,0.0,0.0
196,"Humboldt, California, US",37.7,0.0,0.0,0.0,0.0
197,"Imperial, California, US",41.8,0.23104906018664845,0.23104906018664845,0.05068313851352055,0.05068313851352055
198,"Inyo, California, US",1.8,0.0,0.0,0.0,0.0
199,"Kern, California, US",103.3,0.07701635339554948,0.07701635339554948,0.05068313851352055,0.05068313851352055
200,"Kings, California, US",110.1,0.0,0.0,0.0,
201,"Lake, California, US",51.5,0.0,0.0,0.0,0.0
202,"Lassen, California, US",7.7,0.0,0.0,0.0,0.0
203,"Los Angeles, California, US",2419.6,0.1953120769034548,0.0480249010674955,0.11146870286975472,0.018642507369566942
204,"Madera, California, US",70.6,0.08664339756999315,0.08664339756999313,0.0,0.0
205,"Marin, California, US",485.1,0.24323876863191413,0.17095611660873555,0.04458436799234157,0.03228158839682393
206,"Mariposa, California, US",12.6,0.0,0.0,0.0,0.0
207,"Mendocino, California, US",25.1,0.0,0.0,0.0,0.0
208,"Merced, California, US",132.2,0.0,0.0,0.15694461266687282,0.15694461266687282
209,"Modoc, California, US",2.5,0.0,0.0,0.0,0.0
210,"Mono, California, US",4.7,0.0,0.0,0.0,0.0
211,"Monterey, California, US",126.5,0.046209812037329684,0.046209812037329684,0.05068313851352055,0.05068313851352055
212,"Napa, California, US",182.4,0.23104906018664845,0.23104906018664845,0.0,0.0
213,"Nevada, California, US",103.1,0.0,,0.0,0.0
214,"Orange, California, US",3807.7,0.2399143026922962,0.10318897849751563,0.03817270619389772,0.016343922731074472
215,"Placer, California, US",247.6,0.03433163402087844,0.024739322655839467,0.0638532029707488,0.04224422341454336
216,"Plumas, California, US",7.8,0.0,0.0,0.0,0.0
217,"Riverside, California, US",303.8,0.09714877318412268,0.030810789044697494,0.09614163594223343,0.03364703793506419
218,"Sacramento, California, US",1470.8,,,0.06540601797056848,0.07061233579307513
219,"San Benito, California, US",39.8,0.0433216987849966,0.0433216987849966,0.0,0.0
220,"San Bernardino, California, US",101.5,0.2331772143146851,0.07461470513601744,0.10862973087795116,0.03272695386646729
221,"San Diego, California, US",735.8,0.22233628906893582,0.0734517673877649,0.11453634148426936,0.056801939496612185
222,"San Francisco, California, US",17179.1,0.18904014015271228,0.07009818055890711,0.07857608242779676,0.03124416832238915
223,"San Joaquin, California, US",492.6,0.09470822734657916,0.03556333570523933,0.046836681180176296,0.021033518375541228
224,"San Luis Obispo, California, US",81.7,0.0,0.0,0.0,0.0
225,"San Mateo, California, US",1602.2,0.1282474678730768,0.08310363075386451,0.05994663503273577,0.05994663503273577
226,"Santa Barbara, California, US",155.0,0.0,0.0,0.08664339756999315,0.08664339756999313
227,"Santa Clara, California, US",1381.0,0.1409062171588325,0.04063090220985058,0.05384786451155675,0.019811831753355307
228,"Santa Cruz, California, US",589.4,0.0,0.0,0.0,0.0
229,"Shasta, California, US",46.9,0.06301338005090411,0.06301338005090411,0.05068313851352055,0.05068313851352055
230,"Sierra, California, US",3.4,0.0,0.0,0.0,0.0
231,"Siskiyou, California, US",7.2,0.0,0.0,0.0,0.0
232,"Solano, California, US",503.0,0.0,0.0,0.08664339756999315,0.08664339756999313
233,"Sonoma, California, US",307.1,0.0433216987849966,0.0433216987849966,0.0,0.13099250440908566
234,"Stanislaus, California, US",344.2,0.0,0.0,0.3465735902799725,0.34657359027997253
235,"Sutter, California, US",157.3,0.23104906018664845,0.23104906018664845,0.05068313851352055,0.05068313851352055
236,"Tehama, California, US",21.5,0.0,0.0,0.0,0.0
237,"Trinity, California, US",4.3,0.0,0.0,0.0,0.0
238,"Tulare, California, US",91.7,0.2299197017763,0.11294291656080506,0.11943893062842953,0.03640375129015481
239,"Tuolumne, California, US",24.9,0.0,0.0,0.0,0.0
240,"Ventura, California, US",446.7,0.13782765147908121,0.08495059388152514,0.06385320297074885,0.045973904765932695
241,"Yolo, California, US",197.9,0.0,0.0,0.1373265360835137,0.09392116258081579
242,"Yuba, California, US",114.2,0.0,0.0,0.0,0.0
243,"Adams, Colorado, US",378.2,0.3218875824868201,0.23723582745436242,0.1194389306284295,0.06040920407064549
244,"Alamosa, Colorado, US",21.4,0.0,0.0,0.0,0.0
245,"Arapahoe, Colorado, US",716.7,0.32061866968269204,0.1391842162472648,0.13732653608351367,0.05835107788862773
246,"Archuleta, Colorado, US",8.9,0.0,0.0,0.0,0.0
247,"Baca, Colorado, US",1.5,0.0,0.0,0.0,0.0
248,"Bent, Colorado, US",4.3,0.0,0.0,0.0,0.0
249,"Boulder, Colorado, US",405.6,0.1373265360835137,0.0939211625808158,0.1732867951399863,0.11096562281917784
250,"Broomfield, Colorado, US",1691.9,0.13862943611198902,0.13862943611198905,0.0,0.0
251,"Chaffee, Colorado, US",17.6,0.08664339756999315,0.08664339756999313,0.05068313851352055,0.05068313851352055
252,"Cheyenne, Colorado, US",1.0,0.0,0.0,0.0,0.0
253,"Clear Creek, Colorado, US",23.0,0.0,0.0,0.0,0.0
254,"Conejos, Colorado, US",6.4,0.0,0.0,0.0,0.0
255,"Costilla, Colorado, US",2.9,0.0,0.0,0.0,0.0
256,"Crowley, Colorado, US",7.4,0.0,0.0,0.0,0.0
257,"Custer, Colorado, US",5.8,0.0,0.0,0.0,0.0
258,"Delta, Colorado, US",27.1,0.0,0.0,0.0,0.0
259,"Denver, Colorado, US",3922.6,0.15217967577924285,0.05348273936801066,0.14490461381056804,0.09773629257928211
260,"Dolores, Colorado, US",1.9,0.0,0.0,0.0,0.0
261,"Douglas, Colorado, US",339.7,0.5493061443340547,0.14384103622589034,0.16241037301628258,0.12025910006587902
262,"Eagle, Colorado, US",31.0,0.10729586082894002,0.06317070772590165,0.02279019459924433,0.022790194599244328
263,"Elbert, Colorado, US",12.5,0.0,0.0,0.0,0.0
264,"El Paso, Colorado, US",292.6,,,0.0555857276576807,0.01784373828835721
265,"Fremont, Colorado, US",30.5,0.0,0.0,0.0,0.0
266,"Garfield, Colorado, US",19.1,0.0,0.0,0.08664339756999315,0.08664339756999313
267,"Gilpin, Colorado, US",36.3,0.0,0.0,0.0,0.0
268,"Grand, Colorado, US",8.0,0.0,0.0,0.0,0.0
269,"Gunnison, Colorado, US",4.7,0.0,0.0,0.1373265360835137,0.1373265360835137
270,"Hinsdale, Colorado, US",0.8,0.0,0.0,0.0,0.0
271,"Huerfano, Colorado, US",4.2,0.0,0.0,0.0,0.0
272,"Jackson, Colorado, US",0.9,0.0,0.0,0.0,0.0
273,"Jefferson, Colorado, US",699.5,0.1945514694087519,0.08260449542165826,0.0709980047007424,0.030809517362894036
274,"Kiowa, Colorado, US",0.8,0.0,0.0,0.0,0.0
275,"Kit Carson, Colorado, US",3.8,0.0,0.0,0.0,0.0
276,"Lake, Colorado, US",19.4,0.0,0.0,0.0,0.0
277,"La Plata, Colorado, US",30.3,0.0,0.0,0.0,0.0
278,"Larimer, Colorado, US",115.4,0.20794415416798356,0.12002718799004815,0.014722879457047974,0.014722879457047974
279,"Las Animas, Colorado, US",3.2,0.0,0.0,0.0,0.0
280,"Lincoln, Colorado, US",2.1,0.0,0.0,0.0,0.0
281,"Logan, Colorado, US",12.4,0.0,0.0,0.0,0.0
282,"Mesa, Colorado, US",44.1,0.0,0.0,0.0,0.0
283,"Mineral, Colorado, US",0.8,0.0,0.0,0.0,0.0
284,"Moffat, Colorado, US",2.9,0.0,0.0,0.0,0.0
285,"Montezuma, Colorado, US",12.6,0.0,0.0,0.08664339756999315,0.08664339756999313
286,"Montrose, Colorado, US",18.4,0.0,,0.1732867951399863,0.09329192237105005
287,"Morgan, Colorado, US",22.0,0.0,0.0,0.0,0.0
288,"Otero, Colorado, US",14.9,0.0,0.0,0.0,0.0
289,"Ouray, Colorado, US",8.2,0.0,0.0,0.0,0.0
290,"Park, Colorado, US",7.4,0.0,0.0,0.0,0.0
291,"Phillips, Colorado, US",6.5,0.0,0.0,0.0,0.0
292,"Pitkin, Colorado, US",17.7,0.0,0.0,0.0,0.0
293,"Prowers, Colorado, US",7.7,0.0,0.0,0.0,0.0
294,"Pueblo, Colorado, US",66.7,0.08664339756999315,0.08664339756999313,0.05068313851352055,0.05068313851352055
295,"Rio Blanco, Colorado, US",2.1,0.0,0.0,0.0,0.0
296,"Rio Grande, Colorado, US",13.1,0.0,0.0,0.0,0.0
297,"Routt, Colorado, US",10.0,0.0,0.0,0.0,0.0
298,"Saguache, Colorado, US",1.9,0.0,0.0,0.0,0.0
299,"San Juan, Colorado, US",1.8,0.0,0.0,0.0,0.0
300,"San Miguel, Colorado, US",5.7,0.0,0.0,0.0,0.0
301,"Sedgwick, Colorado, US",4.3,0.0,0.0,0.0,0.0
302,"Summit, Colorado, US",46.0,0.0,0.0,0.0,
303,"Teller, Colorado, US",41.9,0.0,0.0,0.08664339756999315,0.08664339756999313
304,"Washington, Colorado, US",1.9,0.0,0.0,0.0,0.0
305,"Weld, Colorado, US",63.4,0.1672659910709446,0.055536023859480664,0.099029760400522,0.036412976202387703
306,"Yuma, Colorado, US",4.2,0.0,0.0,0.0,0.0
307,"Fairfield, Connecticut, US",1467.2,0.2535748995259909,0.06264124360667513,0.12549953903665753,0.03749467926534283
308,"Hartford, Connecticut, US",1216.2,0.2405211307133196,0.07552403695781146,0.1903816622794099,0.057821650770028474
309,"Litchfield, Connecticut, US",206.3,0.2986265782046759,0.13023993539360235,0.1732867951399863,0.04586025466179413
310,"Middlesex, Connecticut, US",448.6,0.16094379124341002,0.1095685447926359,0.16687513334154247,0.08606216664477477
311,"New Haven, Connecticut, US",1426.7,0.2627610688996513,0.1074861406035908,0.1652194799977899,0.04212884902007915
312,"New London, Connecticut, US",412.2,0.27725887222397805,0.21276131280006855,0.06995197349192782,0.05158525488746211
313,"Tolland, Connecticut, US",372.2,0.12176772087417327,0.05183715599400208,0.05441475890723067,0.023198352587009852
314,"Windham, Connecticut, US",230.9,0.0,,0.0,0.0
315,"Kent, Delaware, US",276.9,0.0,0.07662570295486586,0.1373265360835137,0.06822968856513136
316,"New Castle, Delaware, US",1263.2,0.15659537106192095,0.11623754844461454,0.13122776556233468,0.0931927241352484
317,"Sussex, Delaware, US",210.6,0.10986122886681098,0.07631514133513223,0.2011797390542625,0.15178498468240328
318,"District of Columbia,District of Columbia,US",9856.6,,,0.1075251581528889,0.0362375160447723
319,"Alachua, Florida, US",282.7,0.0,0.0,0.0,0.0
320,"Baker, Florida, US",46.3,0.0,0.0,0.13862943611198902,0.13862943611198905
321,"Bay, Florida, US",222.6,0.0,,0.0,0.0
322,"Bradford, Florida, US",97.0,0.0,0.0,0.0,
323,"Brevard, Florida, US",535.0,0.0,0.0,0.21972245773362187,0.14203259760506567
324,"Broward, Florida, US",1444.9,0.19415155021652303,0.06880714429515143,0.08186574596746846,0.026037359314735498
325,"Calhoun, Florida, US",25.8,0.0,0.0,0.0,0.0
326,"Charlotte, Florida, US",235.2,0.0,0.0,0.2011797390542625,0.1715381465758727
327,"Citrus, Florida, US",242.8,0.06931471805599453,0.06931471805599453,0.15659537106192095,0.11183656806580415
328,"Clay, Florida, US",315.8,0.06103401603711718,0.06901123609079117,0.05068313851352056,0.024969861890757977
329,"Collier, Florida, US",160.9,0.11552453009332425,0.11552453009332425,0.11453634148426936,0.05855513046809956
330,"Columbia, Florida, US",84.7,0.0,0.0,0.0,0.0
331,"DeSoto,Florida,US",54.7,0.13862943611198902,0.13862943611198905,0.05068313851352055,0.05068313851352055
332,"Dixie, Florida, US",23.3,0.0,0.0,0.0,0.0
333,"Duval, Florida, US",1133.9,0.1464816384890813,0.08797902063178005,0.04596559751566463,0.0235998057637616
334,"Escambia, Florida, US",453.4,0.0,,0.1373265360835137,0.0939211625808158
335,"Flagler, Florida, US",197.1,0.0,0.0,0.08664339756999315,0.08664339756999313
336,"Franklin, Florida, US",21.6,0.0,0.0,0.0,0.0
337,"Gadsden, Florida, US",89.8,0.0,0.0,0.0,0.0
338,"Gilchrist, Florida, US",48.4,0.0,0.0,0.0,0.0
339,"Glades, Florida, US",16.0,0.0,0.0,0.0,0.0
340,"Gulf, Florida, US",28.1,0.0,0.0,0.0,0.0
341,"Hamilton, Florida, US",28.8,0.0,0.0,0.0,0.0
342,"Hardee, Florida, US",43.5,0.0,0.0,0.0,0.0
343,"Hendry, Florida, US",34.0,0.0,0.0,0.0,0.0
344,"Hernando, Florida, US",365.6,0.0,0.0,0.13862943611198902,0.13862943611198905
345,"Highlands, Florida, US",97.2,0.07701635339554948,0.07701635339554948,0.11453634148426936,0.05855513046809956
346,"Hillsborough, Florida, US",1204.9,0.16094379124341002,0.08477216172444929,0.14539385122571008,0.06272165636020724
347,"Holmes, Florida, US",41.6,0.0,0.0,0.0,0.0
348,"Indian River, Florida, US",274.5,0.0,0.0,0.0,0.0
349,"Jackson, Florida, US",54.2,0.0,0.0,0.0,0.0
350,"Jefferson, Florida, US",24.7,0.0,0.0,0.0,
351,"Lafayette, Florida, US",16.3,0.0,0.0,0.0,0.0
352,"Lake, Florida, US",316.6,0.0,0.0,0.08664339756999315,0.08664339756999313
353,"Lee, Florida, US",788.7,0.08563911688565609,0.04752944758535917,0.06155956063722422,0.027464355050410325
354,"Leon, Florida, US",413.1,-inf,,0.0,0.0
