,inputs,RMSE
0,0.2,63.58983539329641
1,0.20500000000000002,63.9923797530643
2,0.21000000000000002,63.55048577764183
3,0.21500000000000002,62.78768843391006
4,0.22000000000000003,62.21422522012231
5,0.22500000000000003,62.48178924942376
6,0.23000000000000004,61.154059065289275
7,0.23500000000000004,61.20352290536243
8,0.24000000000000005,59.74774117587053
9,0.24500000000000005,59.97079578607697
10,0.25000000000000006,59.72525207374409
11,0.25500000000000006,58.95428662802487
12,0.26000000000000006,58.3344343776334
13,0.26500000000000007,58.41079734494961
14,0.2700000000000001,57.71549550466505
15,0.2750000000000001,57.39808747288151
16,0.2800000000000001,56.13195582985377
17,0.2850000000000001,54.72854807993832
18,0.2900000000000001,54.15043231122513
19,0.2950000000000001,54.59515291075764
20,0.3000000000000001,54.28402727680228
21,0.3050000000000001,51.91842975540888
22,0.3100000000000001,51.89393119731233
23,0.3150000000000001,52.29451688726813
24,0.3200000000000001,50.31507463740192
25,0.3250000000000001,49.24807074800992
26,0.3300000000000001,49.131818101918455
27,0.33500000000000013,48.32489132268183
28,0.34000000000000014,47.092196472073326
29,0.34500000000000014,46.08214830080435
30,0.35000000000000014,45.39862757444946
31,0.35500000000000015,43.6126062730516
32,0.36000000000000015,42.576610009063195
33,0.36500000000000016,42.556918962830395
34,0.37000000000000016,40.68412714267552
35,0.37500000000000017,40.373245689594675
36,0.38000000000000017,37.25555891889035
37,0.3850000000000002,37.34288133481587
38,0.3900000000000002,37.39617897815019
39,0.3950000000000002,34.22027243256417
40,0.4000000000000002,34.911407267021794
41,0.4050000000000002,34.329571178533236
42,0.4100000000000002,31.553824815035043
43,0.4150000000000002,31.00763271772654
44,0.4200000000000002,28.224743484044264
45,0.4250000000000002,24.723675943634305
46,0.4300000000000002,28.09990100203661
47,0.4350000000000002,25.18679469936027
48,0.4400000000000002,25.092554620862938
49,0.44500000000000023,23.275406151075533
50,0.45000000000000023,20.366042814894577
51,0.45500000000000024,17.445543212244697
52,0.46000000000000024,16.89771796063681
53,0.46500000000000025,14.974553283474066
54,0.47000000000000025,12.588380139719296
55,0.47500000000000026,12.917825490709175
56,0.48000000000000026,12.17616342510852
57,0.48500000000000026,11.46339584533879
58,0.49000000000000027,11.916088285370845
59,0.4950000000000003,12.230833141355633
60,0.5000000000000002,13.130082391739267
61,0.5050000000000003,16.92844240113995
62,0.5100000000000002,16.11784896120256
63,0.5150000000000003,20.78310118346106
64,0.5200000000000002,20.000071115281983
65,0.5250000000000004,22.60156149867123
66,0.5300000000000002,25.16233162727159
67,0.5350000000000004,29.076196170153473
68,0.5400000000000003,29.70237017995249
69,0.5450000000000004,36.59114194124525
70,0.5500000000000003,47.01245804713537
71,0.5550000000000004,46.041871806063035
72,0.5600000000000003,49.53614173255247
73,0.5650000000000004,58.95378883767207
74,0.5700000000000003,63.346618747042626
75,0.5750000000000004,60.61422974965173
76,0.5800000000000003,68.21846684912413
77,0.5850000000000004,76.88955002289173
78,0.5900000000000003,85.0538302243303
79,0.5950000000000004,84.61847037234801
