,vax_susc_mult,vax_transmission_mult,contacts_per_day_mult,outside_infection_rate_mult,cases_isolated_per_contact_trace,initial_ID_prevalence,log_likelihood,combined_spread_mult,likelihood,posterior
0,0.5369069629638265,0.7965485543689252,1.505754009251885,3.197843095404383,1.1942277748933592,0.004278805251802541,-55.50772131684638,0.6439695290905881,7.821731957726719e-25,4.539062764742156e-25
1,0.5354739557205904,0.6490851831373972,2.1666869446435384,4.64094427604334,0.9513665495883586,0.0037216317481254912,-253.5729315710055,0.7530715043109157,7.49333344555483e-111,4.348488417953958e-111
2,0.3585740739088976,0.6152099427511095,1.6255612685962657,3.660295966413131,0.4847100581789907,0.004323970039032916,-28.378572304870318,0.3585961100755724,4.735247066501991e-13,2.747931501306589e-13
3,0.4201279420656556,0.7605783658627612,2.038491748004287,4.227711650727178,1.1764101072356963,0.002849592547529859,-82.0499626436161,0.6513801090243457,2.323560492242466e-36,1.3483953386493971e-36
4,0.6462528349202199,0.682922822101054,1.9627676326960073,3.57178602180445,1.1564975326942024,0.004723760583742904,-416.9839066235112,0.8662494564917904,8.057314411303845e-182,4.675774627132453e-182
5,0.5568346733832142,0.16309150908141595,2.201928782396558,2.2223121408632713,1.1114158104521341,0.0038614730958053557,-5.953734591192607,0.19996817820724982,0.0025961269188106333,0.0015065695287700682
6,0.5539046152744721,0.5099207053409165,1.6198515448328172,4.201774226601246,1.0491052965442023,0.004991744989387391,-28.08073691842059,0.45752290924124883,6.378093897059536e-13,3.701298980154035e-13
7,0.34933944956942675,0.48414334875187603,1.619140576119379,2.8512328011280417,1.1447625209478998,0.0038399269847187905,-9.664131362729188,0.2738458462846544,6.352154852825014e-05,3.6862461823243154e-05
8,0.3840807607574049,0.8826622320198619,1.440748652971724,2.7420807756326795,1.2873169880298554,0.004409972467373519,-12.715367993236788,0.4884333609803595,3.004594342587801e-06,1.743609008503909e-06
9,0.545828331640995,0.4909539480799744,1.3825079681623271,4.491523875700713,1.0836557090868746,0.004008732258355007,-19.986977541232186,0.37047974937923916,2.088170441404828e-09,1.2117951303167127e-09
10,0.49239988154697284,0.30678037121045837,1.6157088692538488,4.224096882540261,0.4949808000594561,0.003518810523698052,-17.101001363142856,0.24406674959876473,3.7422213569142746e-08,2.1716644996780548e-08
11,0.4985535025530421,0.5000657946836498,1.6841539252669346,1.9867825170472955,0.8610792812206627,0.004646396390034085,-12.930901508806446,0.41987566304347634,2.4220373088405706e-06,1.4055428417633637e-06
